index,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
552,CHEMBL3902171,Cc1nc(Cl)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)[nH]1,active,404.901,4.76664,1,3,7.958607315
553,CHEMBL3973206,Cc1nc(Cl)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C)[nH]1,active,432.955,5.54684,1,3,7.920818754
554,CHEMBL3896687,Cc1nc(Cl)c(-c2cccc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c2)[nH]1,active,404.901,4.93,1,3,7.096910013
555,CHEMBL3928810,Cc1nc(Cl)c(-c2cccc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c2)[nH]1,active,376.847,4.1498,1,3,7.318758763
556,CHEMBL3975742,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(Cl)cc4)C3)ccc2C)[nH]1,intermediate,393.918,5.28506,1,2,5.542118103
557,CHEMBL3956810,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc5nncn5c4)CC3)ccc2C)[nH]1,intermediate,414.513,4.06446,1,5,5.036684489
558,CHEMBL3918933,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,398.51,4.89344,1,3,7.494850022
559,CHEMBL3894429,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cncc5c4)CC3)ccc2C)[nH]1,active,413.525,4.66946,1,4,6.982966661
560,CHEMBL3962035,CNC(=O)c1cc(C(=O)N2CCC(c3ccn4cncc4c3)CC2)c(C)cc1C1CCC1,active,430.552,4.28962,1,4,6.37675071
561,CHEMBL3976943,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5nncc5c4)CC3)ccc2C)[nH]1,active,414.513,4.06446,1,5,6.207608311
562,CHEMBL3964640,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cnnc5c4)CC3)ccc2C)[nH]1,inactive,414.513,4.06446,1,5,4.301029996
563,CHEMBL3975014,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(Cl)cc4)CC3)ccc2C)[nH]1,active,407.945,5.67516,1,2,7.494850022
564,CHEMBL3936004,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CC2)nc1Cl,active,434.902,5.1084,1,3,7.920818754
565,CHEMBL3949918,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CC2)nc1Cl,active,416.912,5.0272,1,3,8.15490196
566,CHEMBL3975941,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C(C)C)nc1Cl,active,418.928,5.2732,1,3,8.045757491
567,CHEMBL3962197,Cc1nc(Cl)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2C)[nH]1,active,418.928,5.23842,1,3,8.301029996
568,CHEMBL3968803,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C2CC2)nc1Cl,active,444.966,5.8074,1,3,8.15490196
569,CHEMBL3940149,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C2CC2)nc1Cl,active,462.956,5.8886,1,3,8.045757491
570,CHEMBL3945625,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C(C)C)nc1Cl,active,446.982,6.0534,1,3,8.045757491
571,CHEMBL3917729,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2Cl)[nH]1,active,418.928,5.23842,1,3,6.838631998
572,CHEMBL3954321,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]ncc1Cl,active,376.847,4.1498,1,3,7.721246399
573,CHEMBL3923173,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1-c1[nH]cnc1Cl,active,422.891,5.0112,1,3,7.337242168
574,CHEMBL3959628,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]ncc1Cl,active,404.901,4.93,1,3,7.48148606
575,CHEMBL3932119,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(C)c1Cl,active,390.874,4.45822,1,3,7.698970004
576,CHEMBL3941006,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(C)c1Cl,active,408.864,4.53942,1,3,7.065501549
577,CHEMBL3945221,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]ncc1C,active,356.429,3.80482,1,3,7.677780705
578,CHEMBL3981322,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]ncc1C,active,384.483,4.58502,1,3,7.013228266
579,CHEMBL3906844,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]ncc1C,active,374.419,3.88602,1,3,6.991399828
580,CHEMBL3926590,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(C)c1C,active,370.456,4.11324,1,3,7.48148606
581,CHEMBL3957597,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(C)c1C,active,388.446,4.19444,1,3,6.958607315
582,CHEMBL3921137,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1cn[nH]c1C,active,384.483,4.58502,1,3,6.508638306
583,CHEMBL3948957,CNC(=O)c1cc(C(=O)N2CCC(c3ccc4[nH]ncc4c3)CC2)c(C)cc1C1CCC1,active,430.552,4.51822,2,3,6.187086643
584,CHEMBL3919942,CNC(=O)c1cc(C(=O)N2CCC(c3ccc4ccoc4c3)CC2)c(C)cc1C1CCC1,intermediate,430.548,5.38812,1,3,5.928117993
585,CHEMBL3944341,CNC(=O)c1cc(C(=O)N2CCC(c3ccn4nccc4c3)CC2)c(C)cc1C1CCC1,intermediate,430.552,4.28962,1,4,5.809668302
586,CHEMBL3901443,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cncc5c4)CC3)ccc2C2CCC2)[nH]1,active,453.59,5.62854,1,4,7.301029996
587,CHEMBL3962961,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cnc(C)c5c4)CC3)c(C)cc2C)[nH]1,intermediate,441.579,5.2863,1,4,5.625251654
588,CHEMBL3962982,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5c(C)ncc5c4)CC3)c(C)cc2C)[nH]1,intermediate,441.579,5.2863,1,4,5.603800653
589,CHEMBL3967497,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cnc(Cl)c5c4)CC3)c(C)cc2C)[nH]1,active,461.997,5.63128,1,4,6.823908741
590,CHEMBL3971978,Cc1nc(C)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C)[nH]1,active,384.483,4.42166,1,3,7.744727495
591,CHEMBL3938900,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cncc5c4)CC3)c(C)cc2C)[nH]1,active,427.552,4.97788,1,4,6.688246139
592,CHEMBL3960855,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5c(Cl)ncc5c4)CC3)c(C)cc2C)[nH]1,active,461.997,5.63128,1,4,6.522878745
593,CHEMBL3933387,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5cnc(C)c5c4)CC3)ccc2C2CC2)[nH]1,active,453.59,5.54686,1,4,6.37675071
594,CHEMBL3985033,Cc1nc(C)c(-c2cc(C(=O)N3CCC(c4ccn5c(C)ncc5c4)CC3)ccc2C2CC2)[nH]1,active,453.59,5.54686,1,4,6
595,CHEMBL3959828,CNC(=O)c1cc(C(=O)N2CCC(c3ccc(-n4cccn4)cc3)CC2)c(C)cc1C1CCC1,active,456.59,4.82762,1,4,6.337242168
596,CHEMBL3976965,CNC(=O)c1cc(C(=O)N2CCC(c3ccc(-n4cnnc4)cc3)CC2)c(C)cc1C1CCC1,active,457.578,4.22262,1,5,7.13667714
597,CHEMBL3947691,C#Cc1ccc(C2CCN(C(=O)c3cc(C(=O)NC)c(C4CCC4)cc3C)CC2)cc1,active,414.549,4.62322,1,2,7.161150909
598,CHEMBL3962104,CC#Cc1ccc(C2CCN(C(=O)c3cc(C(=O)NC)c(C4CCC4)cc3C)CC2)cc1,active,428.576,5.01332,1,2,6.903089987
599,CHEMBL3931107,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc5nccn5c4)CC3)c(C)cc2C2CCC2)[nH]1,intermediate,454.578,5.02354,1,5,5.435333936
600,CHEMBL3908483,Cc1nnc(-c2cc(C(=O)N3CC(F)(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,active,429.499,4.54852,1,4,7.229147988
601,CHEMBL3936432,COCCc1nnc(-c2cc(C(=O)N3CC(F)(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,active,473.552,4.429,1,5,7.244125144
602,CHEMBL3892817,COCCc1nnc(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,active,455.562,4.3478,1,5,7.26760624
603,CHEMBL3917301,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,479.628,4.7943,1,4,7.698970004
604,CHEMBL3894047,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C(C)C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,467.617,4.61382,1,4,7.207608311
605,CHEMBL3922051,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,439.563,3.83522,1,4,6.950781977
606,CHEMBL3922051,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,439.563,3.83522,1,4,7.244125144
607,CHEMBL3930975,Cc1cc(C2CC2)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,465.601,4.4042,1,4,7.065501549
608,CHEMBL3916218,Cc1cc(C2CC2)c(-c2nc3c([nH]2)CN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,451.574,4.3617,1,4,7.397940009
609,CHEMBL3944156,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)CN(C)CC3)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,465.601,4.7518,1,4,7.677780705
610,CHEMBL3932303,COc1nnc(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,active,427.508,4.1675,1,5,7.30980392
611,CHEMBL3896940,COc1nnc(-c2cc(C(=O)N3CC(F)(c4ccc(C#N)cc4)C3)c(C)cc2C2CCC2)[nH]1,active,445.498,4.2487,1,5,7.148741651
612,CHEMBL3971018,COc1nnc(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)c(C)cc2C2CC2)[nH]1,active,413.481,3.7774,1,5,6.853871964
613,CHEMBL3944896,COc1nnc(-c2cc(C(=O)N3CC(F)(c4ccc(C#N)cc4)C3)c(C)cc2C2CC2)[nH]1,active,431.471,3.8586,1,5,6.853871964
614,CHEMBL3917924,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(CC#N)nc1Cl,active,443.938,4.99608,1,4,7.468521083
615,CHEMBL3892113,Cc1cc(C)c(-c2[nH]ncc2Cl)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,408.864,4.53942,1,3,7.537602002
616,CHEMBL3926883,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]nc(Cl)c1C,active,390.874,4.45822,1,3,7.522878745
617,CHEMBL3924864,CO[C@H]1C[C@@H](c2cc(C)c(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)cc2-c2nnc(C)[nH]2)C1,active,469.589,4.87242,1,5,6.568636236
618,CHEMBL3898740,CO[C@H]1C[C@H](c2cc(C)c(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)cc2-c2nnc(C)[nH]2)C1,active,469.589,4.87242,1,5,6.721246399
619,CHEMBL3969950,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2[C@H]2C[C@@H](O)C2)[nH]1,active,455.562,4.21832,2,5,6.619788758
620,CHEMBL3972102,COCCOc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,499.615,4.9643,1,6,7.346787486
621,CHEMBL3891564,Cc1cc(C2CCC2)c(-c2nnc(OCCO)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,485.588,4.3102,2,6,7.259637311
622,CHEMBL3894905,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2N2CCCCC2)[nH]1,active,468.605,4.97032,1,5,6.27572413
623,CHEMBL3889787,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2N2CCOCC2)[nH]1,active,470.577,3.81662,1,6,6.050609993
624,CHEMBL3983729,Cc1cc(C2CCC2)c(C(N)=O)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,401.51,4.2529,1,3,6.869666232
625,CHEMBL3959089,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2[C@H]2C[C@H](O)C2)[nH]1,active,455.562,4.21832,2,5,7.15490196
626,CHEMBL3961523,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2N2CCC(C)C2)[nH]1,active,468.605,4.82622,1,5,7.15490196
627,CHEMBL3905739,CNC(=O)c1cc(C(=O)N2CCC(c3ccn4ccnc4c3)CC2)c(C)cc1C1CCC1,inactive,430.552,4.28962,1,4,4.301029996
628,CHEMBL3972894,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2[C@H]2C[C@@H](F)C2)[nH]1,intermediate,457.553,5.19552,1,4,5.253365801
629,CHEMBL3898268,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2[C@H]2C[C@H](F)C2)[nH]1,intermediate,457.553,5.19552,1,4,5.647817482
630,CHEMBL3954686,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2N(C)C)[nH]1,active,428.54,4.04602,1,5,6.552841969
631,CHEMBL3983307,CNC(=O)c1cc(C(=O)N2CCC(c3ccc4nccn4c3)CC2)c(C)cc1C1CCC1,inactive,430.552,4.28962,1,4,4.957818405
632,CHEMBL3896474,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)c(C)c4)CC3)c(C)cc2C2CCC2)[nH]1,active,453.59,5.55594,1,4,6.638272164
633,CHEMBL3965774,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCCO2)[nH]1,active,455.562,4.83152,1,5,6.075720714
634,CHEMBL3938114,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)c(F)c4)CC3)c(C)cc2C2CCC2)[nH]1,active,457.553,5.38662,1,4,6.838631998
635,CHEMBL3970205,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4F)CC3)c(C)cc2C2CCC2)[nH]1,active,457.553,5.38662,1,4,6.698970004
636,CHEMBL3945995,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)c(Cl)c4)CC3)c(C)cc2C2CCC2)[nH]1,active,474.008,5.90092,1,4,6.494850022
637,CHEMBL3976321,CNC(=O)c1cc(C(=O)N2CCC(c3cccc4ccoc34)CC2)c(C)cc1C1CCC1,inactive,430.548,5.38812,1,3,4.301029996
638,CHEMBL3962297,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4C)CC3)c(C)cc2C2CCC2)[nH]1,active,453.59,5.55594,1,4,6.008773924
639,CHEMBL3893270,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4Cl)CC3)c(C)cc2C2CCC2)[nH]1,active,474.008,5.90092,1,4,6.167491087
640,CHEMBL3897245,COc1cc(C#N)ccc1C1CCN(C(=O)c2cc(-c3nnc(C)[nH]3)c(C3CCC3)cc2C)CC1,intermediate,469.589,5.25612,1,5,5.348721986
641,CHEMBL3962746,COc1cc(C2CCN(C(=O)c3cc(-c4nnc(C)[nH]4)c(C4CCC4)cc3C)CC2)ccc1C#N,intermediate,469.589,5.25612,1,5,5.886056648
642,CHEMBL3986060,Cc1cc(C2CCC2)c(-c2nnc(CO)[nH]2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,473.552,4.5126,2,5,7.522878745
643,CHEMBL3957367,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2N2CCN(C)CC2)[nH]1,intermediate,483.62,3.73182,1,6,5.463441557
644,CHEMBL3911741,Cc1cc(C2CCC2)c(-c2nnc(C#N)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,intermediate,450.546,4.81078,1,5,5.43062609
645,CHEMBL3889485,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2N2CCC[C@@H]2C)[nH]1,active,468.605,4.96872,1,5,6.853871964
646,CHEMBL3964060,CO[C@H]1CCN(c2cc(C)c(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)cc2-c2nnc(C)[nH]2)C1,active,484.604,4.20512,1,6,6.958607315
647,CHEMBL4106711,CO[C@@H]1CCN(c2cc(C)c(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)cc2-c2nnc(C)[nH]2)C1,intermediate,484.604,4.20512,1,6,5.946921557
648,CHEMBL4113633,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2N2CCC[C@H]2C)[nH]1,intermediate,468.605,4.96872,1,5,5.485452247
649,CHEMBL3955152,Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2N2CC(C)C2)[nH]1,active,454.578,4.43612,1,5,7.008773924
650,CHEMBL3929307,CCC(CC)c1cc(C)c(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nnc(C)[nH]1,intermediate,455.606,5.88362,1,4,5.91721463
651,CHEMBL3960328,COC(=O)Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,active,497.599,4.6546,1,6,7.086186148
652,CHEMBL3923917,Cc1cc(C2CCC2)c(-c2nnc(CC(=O)O)[nH]2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,483.572,4.5662,2,5,6.732828272
653,CHEMBL3951619,Cc1ncc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)ccc2N2CCC2)[nH]1,active,425.536,4.4867,1,4,6.677780705
654,CHEMBL3922703,COc1nnc(-c2cc(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c(C)cc2C2CC2)[nH]1,active,459.525,4.6388,1,5,7.187086643
655,CHEMBL3947026,COc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CC2)[nH]1,active,441.535,4.5576,1,5,7.004364805
656,CHEMBL3967912,Cc1cc(C)c(-c2[nH]nc(C)c2Cl)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,404.901,4.76664,1,3,7.585026652
657,CHEMBL3937105,CCc1cc(C2CC2)c(-c2nnc(OC)[nH]2)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,427.508,4.03138,1,5,6.978810701
658,CHEMBL3970222,CCc1cc(C2CC2)c(-c2nnc(OC)[nH]2)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,445.498,4.11258,1,5,6.920818754
659,CHEMBL3917458,Cc1nc(C#N)c(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C)[nH]1,active,381.439,3.6765,1,4,7.769551079
660,CHEMBL3910741,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]nc(C)c1Cl,active,418.928,5.23842,1,3,7.096910013
661,CHEMBL3971908,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1-c1[nH]nc(C)c1Cl,active,436.918,5.31962,1,3,7.004364805
662,CHEMBL3900209,Cc1cc(C)c(-c2[nH]ncc2Cl)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,390.874,4.45822,1,3,7.619788758
663,CHEMBL3919638,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CCC#N)nc1Cl,active,429.911,4.60598,1,4,7.744727495
664,CHEMBL3947610,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(CCC#N)nc1Cl,active,457.965,5.38618,1,4,7.698970004
665,CHEMBL3956186,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1ccn[nH]1,intermediate,370.456,4.2766,1,3,5.663540266
666,CHEMBL3950209,Cc1cc(C)c(-c2[nH]ncc2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,370.456,4.11324,1,3,7.207608311
667,CHEMBL3978130,Cc1cc(C)c(-c2[nH]ncc2C)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,388.446,4.19444,1,3,6.920818754
668,CHEMBL3941141,Cc1cc(C)c(-c2[nH]ncc2C)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,398.51,4.89344,1,3,7.075720714
669,CHEMBL3948079,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CC#N)nc1Cl,active,415.884,4.21588,1,4,7.677780705
670,CHEMBL3977322,Cc1nnc(-c2cc(C(=O)N3CC(c4ccc(C#N)cc4)C3)ccc2C2CCC2)[nH]1,active,397.482,4.1589,1,4,7.013228266
671,CHEMBL3953388,Cc1cc(C)c(-c2nc3cc(N4CCOCC4)ncc3[nH]2)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,492.583,4.18962,1,6,7.244125144
672,CHEMBL3985397,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1nc2cc(N3CCOCC3)ncc2[nH]1,active,478.556,3.8812,1,6,6.537602002
673,CHEMBL3938476,Cc1cc(C)c(-c2nc3cc(N4CCCC4)ncc3[nH]2)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,476.584,4.95322,1,5,7.443697499
674,CHEMBL3911378,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1nc2cc(N3CCCC3)ncc2[nH]1,active,462.557,4.6448,1,5,7.026872146
675,CHEMBL3976292,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1nc2cc(N3CCC3)ncc2[nH]1,active,448.53,4.2547,1,5,6.229147988
676,CHEMBL3902090,COCc1nc(C)c(-c2cccc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c2)[nH]1,intermediate,414.509,4.423,1,4,5.825358807
677,CHEMBL3984353,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(CCN2CCC2)nc1Cl,active,459.981,4.398,1,4,6.677780705
678,CHEMBL3944366,Cc1cc(C)c(-c2[nH]c(C(C)C)nc2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,412.537,5.23664,1,3,7.677780705
679,CHEMBL3919963,Cc1cc(C)c(-c2[nH]c(C3CC3)nc2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,410.521,4.99064,1,3,7.769551079
680,CHEMBL3935402,Cc1cc(C)c(-c2[nH]c(C3CC3)nc2C)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,428.511,5.07184,1,3,7.585026652
681,CHEMBL3907462,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C(C)C)nc1C,active,398.51,4.92822,1,3,7.721246399
682,CHEMBL3929938,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C(C)C)nc1C,active,426.564,5.70842,1,3,7.431798276
683,CHEMBL3898437,Cc1cc(C)c(-c2[nH]c(C3CCOCC3)nc2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,454.574,5.00724,1,4,7.721246399
684,CHEMBL3971369,Cc1cc(C)c(-c2[nH]c(C3CCOCC3)nc2C)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,482.628,5.78744,1,4,7.420216403
685,CHEMBL3893018,Cc1cc(C)c(-c2[nH]c(C3CCOCC3)nc2C)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,500.618,5.86864,1,4,7.397940009
686,CHEMBL3951892,Cc1cc(C)c(-c2[nH]c(C3CCOCC3)nc2C)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,472.564,5.08844,1,4,7.214670165
687,CHEMBL3927676,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCOCC2)nc1C,active,440.547,4.69882,1,4,7.958607315
688,CHEMBL3940841,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1[nH]c(C2CCOCC2)nc1C,active,468.601,5.47902,1,4,7.455931956
689,CHEMBL3892601,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCOCC2)nc1C,active,458.537,4.78002,1,4,7.397940009
690,CHEMBL3901802,Cc1cc(C)c(-c2[nH]c(C3CCOC3)nc2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,440.547,4.61714,1,4,7.677780705
691,CHEMBL3936277,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCOC2)nc1C,active,426.52,4.30872,1,4,7.958607315
692,CHEMBL3892834,Cc1cc(C)c(-c2[nH]c(C3CCCO3)nc2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,440.547,4.96474,1,4,7.455931956
693,CHEMBL3924337,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCCO2)nc1C,active,426.52,4.65632,1,4,7.431798276
694,CHEMBL3985124,Cc1cc(C)c(-c2[nH]c(C3(C)COC3)nc2C)cc1C(=O)N1CC(c2ccc(C#N)cc2)C1,active,440.547,4.40114,1,4,7.698970004
695,CHEMBL3915342,Cc1cc(C)c(-c2[nH]c(C3(C)COC3)nc2C)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,active,458.537,4.48234,1,4,7.619788758
696,CHEMBL3977044,Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2(C)COC2)nc1C,active,426.52,4.09272,1,4,7.958607315
697,CHEMBL3902887,Cc1ccc(C(=O)N2CC(F)(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2(C)COC2)nc1C,active,444.51,4.17392,1,4,7.568636236
