level_0,index,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
350,350,CHEMBL3666518,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)c1cnc(N2CCC2)nc1,active,498.56200000000035,4.220100000000003,1,6,7.327902142064283
351,351,CHEMBL3666519,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cn3)CC2)cc1NC(=O)NC1CCOC1,active,451.5020000000003,3.2731000000000012,2,5,6.573488738635425
352,352,CHEMBL3666520,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cn3)CC2)cc1NC(=O)N[C@H]1CCOC1,active,451.5020000000003,3.2731000000000012,2,5,6.161150909262744
353,353,CHEMBL3666521,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cn3)CC2)cc1NC(=O)NC1CCOCC1,intermediate,465.52900000000034,3.6632000000000016,2,5,5.931814138253839
354,354,CHEMBL3666522,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)NC1CCOC1,active,450.5140000000003,3.8781000000000025,2,4,7.431798275933005
355,355,CHEMBL3666523,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)N[C@H]1CCOC1,active,450.5140000000003,3.8781000000000025,2,4,6.709965388637482
356,356,CHEMBL3666524,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cn3)CC2)cc1NC(=O)NC1COC1,intermediate,437.47500000000025,2.883000000000001,2,5,5.991399828238082
357,357,CHEMBL3666525,N#Cc1ccc(C2(F)CCN(C(=O)c3ccc(Cl)c(NC(=O)NC4CCOC4)c3)CC2)cc1,active,470.9320000000003,4.223080000000003,2,4,7.522878745280337
358,358,CHEMBL3666526,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cn3)CC2)cc1NC(=O)c1ccc(N2CCC2)nc1,active,498.56200000000035,4.220100000000003,1,6,6.7447274948966935
359,359,CHEMBL3666527,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cn3)CC2)cc1NC(=O)c1ccc(NC(C)C)nc1,active,500.57800000000026,4.830300000000004,2,6,6.443697499232712
360,360,CHEMBL3666528,COc1ccc(C2(F)CCN(C(=O)c3ccc(C)c(NC(=O)NC4CCOC4)c3)CC2)nc1,intermediate,456.51800000000026,3.410020000000002,2,5,5.9299621333922445
361,361,CHEMBL3666529,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)NCC1CCN(C)CC1,active,491.6110000000004,4.431000000000004,2,4,6.468521082957745
362,362,CHEMBL3666530,Cc1ccc(C(=O)N2CCC(c3ccncc3)CC2)cc1NC(=O)c1ccc(N2CCC2)nc1,intermediate,455.56200000000024,4.267220000000004,1,5,5.560667306169737
363,363,CHEMBL3666531,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)NCC1CCNCC1,active,477.58400000000034,4.088800000000003,3,4,6.214670164989233
364,364,CHEMBL3666532,N#Cc1ccc(C2(F)CCN(C(=O)c3ccc(F)c(NC(=O)c4ccc(N5CCC5)nc4)c3)CC2)cc1,active,501.5370000000003,4.655780000000004,1,5,6.657577319177793
365,365,CHEMBL3666533,COCCN(C)C(=O)Nc1cc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)ccc1C,intermediate,452.5300000000002,4.077800000000003,1,4,5.052076380168273
366,366,CHEMBL3666534,N#Cc1ccc(C2(F)CCN(C(=O)c3ccc(C(F)(F)F)c(NC(=O)c4ccc(N5CCC5)nc4)c3)CC2)cc1,active,551.5440000000002,5.535480000000004,1,5,6.920818753952375
367,367,CHEMBL3666535,COc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)c1ccc(N2CCC2)nc1,active,513.5730000000003,4.525280000000004,1,6,7.070581074285707
368,368,CHEMBL3666536,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)NC[C@@H]1CCCO1,active,464.54100000000034,4.268200000000003,2,4,7.301029995663981
369,369,CHEMBL3666537,Cc1cc(C)c(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)c1ccc(N2CCNCC2)nc1,active,540.6430000000003,4.333020000000003,2,6,6.853871964321762
370,370,CHEMBL3666538,CCc1cc(C)c(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)N[C@@H]1CCOC1,active,478.56800000000027,4.440500000000003,2,4,6.309803919971486
371,371,CHEMBL3639654,Cc1ccc(NC(=O)O[C@@H]2CCOC2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,451.4980000000002,4.305100000000004,1,5,6.376750709602099
372,372,CHEMBL3666539,CC(=O)N1CCC(OC(=O)Nc2ccc(C)c(C(=O)N3CCC(F)(c4ccc(C#N)cc4)CC3)c2)C1,active,492.55100000000033,4.137000000000004,1,5,6.782516055786093
373,373,CHEMBL3666540,CCc1cc(C)c(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)NC[C@H]1CCCO1,active,492.5950000000003,4.830600000000004,2,4,7.455931955649724
374,374,CHEMBL3666541,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)O[C@H]1CCOC1,active,451.49800000000033,4.305100000000004,1,5,7.031517051446065
375,375,CHEMBL3666542,CCc1cc(C)c(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)c1ccc(N2CCC2)nc1,active,525.6280000000003,5.3875000000000055,1,5,7.096910013008056
376,376,CHEMBL3666543,CCc1cc(C)c(NC(=O)c2ccc(N(C)CCOC)nc2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,557.6700000000002,5.260000000000006,1,6,7.070581074285707
377,377,CHEMBL3666544,CCc1cc(C)c(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)c1ccc(NC(C)C)nc1,active,527.6440000000002,5.997700000000005,2,5,7.045757490560675
378,378,CHEMBL3666545,Cc1cc(C)c(C(=O)N2CCC(F)(c3ccc(C#N)cn3)CC2)cc1NC(=O)c1ccc(N2CCOCC2)nc1,active,542.6150000000002,4.155020000000002,1,7,6.221848749616356
379,379,CHEMBL3666546,CCc1cc(C)c(NC(=O)O[C@@H]2CCOC2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,479.55200000000025,4.867500000000004,1,5,6.6020599913279625
380,380,CHEMBL3666547,CCc1cc(C)c(NC(=O)O[C@H]2CCOC2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,479.55200000000025,4.867500000000004,1,5,6.853871964321762
381,381,CHEMBL3666548,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)c1ccc(N2CCCC2)nc1,active,521.6210000000003,4.7759000000000045,1,6,6.481486060122113
382,382,CHEMBL3666549,Cc1ccc(-c2nnc3n2CCC(c2ccc(C#N)cc2)C3)cc1NC(=O)c1ccc(NC(C)C)nc1,active,491.5990000000002,5.322800000000004,2,7,6.522878745280337
383,383,CHEMBL3666550,Cc1ncc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1NC(=O)c1ccc(N2CCCC2)nc1,active,494.5990000000004,4.5290000000000035,1,6,6.341988603342887
384,384,CHEMBL3666551,Cc1cnc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1NC(=O)c1ccc(NC(C)C)nc1,inactive,482.58800000000025,4.749100000000004,2,6,4.301029995663981
385,385,CHEMBL3666552,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)nc1NC(=O)c1ccc(NC(C)C)nc1,inactive,482.58800000000025,4.749100000000004,2,6,4.486782399932061
386,386,CHEMBL3666553,CC(C)CNC(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)nn1C,inactive,408.50600000000014,3.089080000000002,2,5,4.301029995663981
387,387,CHEMBL3666554,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)NCC(C)C,active,446.5510000000001,4.305900000000003,2,4,6.055517327849832
388,388,CHEMBL3666555,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)N1CCCC1,inactive,444.5350000000002,4.156100000000003,1,4,4.732828271596986
389,389,CHEMBL3666556,COCCNC(=O)Nc1cc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)ccc1C,active,448.5230000000002,3.2963000000000013,2,5,6.42021640338319
390,390,CHEMBL3666557,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)c1ccc(NC(C)C)nc1,active,509.6100000000001,4.996000000000004,2,6,6.853871964321762
391,391,CHEMBL3666558,COCCN(C)C(=O)Nc1cc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)ccc1C,inactive,462.5500000000003,3.6385000000000023,1,5,4.301029995663981
392,392,CHEMBL3666559,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)c1ccc(N2CCN(C)CC2)nc1,active,550.6630000000001,3.927500000000003,1,7,6.638272163982407
393,393,CHEMBL3666560,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)c1ccc(N2CCNCC2)nc1,active,536.6360000000002,3.585300000000002,2,7,6.094204119632131
394,394,CHEMBL3666561,COCCN(C)c1ccc(C(=O)Nc2cc(C(=O)N3CCC4(CC3)OCc3cc(C#N)ccc34)ccc2C)cn1,active,539.6360000000003,4.258300000000004,1,7,6.978810700930062
395,395,CHEMBL3666562,COCCNc1ccc(C(=O)Nc2cc(C(=O)N3CCC4(CC3)OCc3cc(C#N)ccc34)ccc2C)cn1,active,525.6090000000004,4.2340000000000035,2,7,6.552841968657781
396,396,CHEMBL3666563,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)c1ccc(NCCO)nc1,active,511.58200000000016,3.579900000000001,3,7,6.443697499232712
397,397,CHEMBL3666564,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)c1ccc(N(C)CCO)nc1,active,525.6090000000002,3.6042000000000023,2,7,6.607303046740334
398,398,CHEMBL3666565,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)NC[C@@H]1CCCO1,active,474.5610000000002,3.8289000000000017,2,5,7.301029995663981
399,399,CHEMBL3666566,Cc1ncc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)NCC(C)C,inactive,447.5390000000001,3.7009000000000016,2,5,4.431798275933005
400,400,CHEMBL3666567,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)NC1CCN(C)CC1,active,487.6040000000002,3.744100000000002,2,5,6.508638306165727
401,401,CHEMBL3666568,Cc1ncc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)c1ccc(N2CCCC2)nc1,intermediate,522.6090000000003,4.170900000000003,1,7,5.958607314841775
402,402,CHEMBL3666569,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)NCC1CCCO1,active,474.5610000000002,3.8289000000000017,2,5,6.508638306165727
403,403,CHEMBL3666570,Cc1ncc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)c1ccc(NC(C)C)nc1,intermediate,510.5980000000001,4.391000000000003,2,7,5.145693958198919
404,404,CHEMBL3666571,Cc1ccc(-c2nnc3n2CCC(c2ccc(C#N)cc2)C3)cc1NC(=O)N1CCCC1,inactive,426.5240000000003,4.482900000000003,1,5,4.301029995663981
405,405,CHEMBL3666572,COCCNC(=O)Nc1cc(-c2nnc3n2CCC(c2ccc(C#N)cc2)C3)ccc1C,intermediate,430.51200000000017,3.6231000000000018,2,6,5.446116973356125
406,406,CHEMBL3666573,Cc1ccc(-c2nnc3n2CCC(c2ccc(C#N)cc2)C3)cc1NC(=O)NCC(C)C,intermediate,428.5400000000002,4.632700000000003,2,5,5.196542884351586
407,407,CHEMBL3666574,Cc1ncc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1NC(=O)NCC(C)C,intermediate,419.5290000000002,4.059000000000003,2,4,5.2168113089247425
408,408,CHEMBL3666575,COCCNC(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cnc1C,intermediate,421.50100000000015,3.049400000000001,2,5,5.5934598195660445
409,409,CHEMBL3666576,Cc1ncc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1NC(=O)c1ccc(NC(C)C)nc1,active,482.58800000000025,4.749100000000004,2,6,6.151810883008602
410,410,CHEMBL3666577,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)NC1CCNCC1,active,473.57700000000017,3.401900000000002,3,5,6.376750709602099
411,411,CHEMBL3666578,Cc1ccc(C(=O)N2CCC3(CC2)OCc2cc(C#N)ccc23)cc1NC(=O)N(C)CC1CCOC1,inactive,488.58800000000025,4.028600000000003,1,5,4.301029995663981
412,412,CHEMBL3666579,Cc1cnc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1NC(=O)NC1CCOC1,inactive,433.5120000000003,3.1919000000000013,2,5,4.301029995663981
413,413,CHEMBL3666580,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)nc1NC(=O)NC1CCOC1,inactive,433.5120000000003,3.1919000000000013,2,5,4.301029995663981
414,414,CHEMBL3666581,CC(C)CNc1ccc(C(=O)Nc2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)n(C)n2)cn1,inactive,485.59200000000027,4.026780000000003,2,7,4.301029995663981
415,415,CHEMBL3666582,CC(C)Nc1ccc(C(=O)Nc2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)n(C)n2)cn1,intermediate,471.5650000000002,3.779180000000003,2,7,5.052223291535261
416,416,CHEMBL3666583,CC(C)Nc1ccc(C(=O)Nc2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)n[nH]2)cn1,inactive,457.5380000000002,3.7687800000000022,3,6,4.301029995663981
417,417,CHEMBL3666584,CC(C)CNC(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)n(C)n1,inactive,408.50600000000014,3.089080000000002,2,5,4.8735438865681955
418,418,CHEMBL3666585,CC(C)NC(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)n(C)n1,inactive,394.47900000000016,2.8414800000000007,2,5,4.779891911959945
419,419,CHEMBL3666586,CC(C)NC(=O)Nc1cc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)nn1C,inactive,394.47900000000016,2.8414800000000007,2,5,4.301029995663981
420,420,CHEMBL3666587,CC(C)CNc1ccc(C(=O)Nc2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)nn2C)cn1,inactive,485.59200000000027,4.026780000000003,2,7,4.301029995663981
421,421,CHEMBL3666588,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,480.6120000000003,5.616800000000006,1,4,7.6020599913279625
422,422,CHEMBL3666589,CCc1cc(C)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.57400000000024,4.911700000000004,1,4,7.187086643357144
423,423,CHEMBL3666590,CCc1cc(C)c(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nc2c([nH]1)COCC2,active,454.5740000000003,4.911700000000004,1,4,6.8696662315049934
424,424,CHEMBL3666591,CCc1cc(C)c(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1-c1nc2c([nH]1)COCC2,active,472.5640000000003,4.992900000000004,1,4,6.585026652029182
425,425,CHEMBL3666592,CCc1cc(CC)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,486.5910000000003,5.246880000000005,1,4,7.301029995663981
426,426,CHEMBL3666593,CCc1cc(CC)c(-c2nc3c([nH]2)CN(C(C)=O)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,509.6540000000004,4.997580000000005,1,4,7.3979400086720375
427,427,CHEMBL3666594,CCc1cc(C)c(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nc2c([nH]1)CN(C(C)=O)CC2,active,495.62700000000035,4.743600000000003,1,4,7.455931955649724
428,428,CHEMBL3666595,CCc1cc(C)c(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1-c1nc2c([nH]1)CN(C(C)=O)CC2,active,513.6170000000003,4.824800000000004,1,4,7.522878745280337
429,429,CHEMBL3666596,CCc1cc(C)c(-c2nc3c([nH]2)COCC3C)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,468.6010000000003,5.472700000000005,1,4,6.585026652029182
430,430,CHEMBL3666597,Cc1cc(C2CC2)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,466.58500000000026,5.2267000000000055,1,4,7.187086643357144
431,431,CHEMBL3666598,CCc1cc(C2CC2)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,480.6120000000003,5.480680000000006,1,4,7.113509274827518
432,432,CHEMBL3666599,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C3CC3)[nH]c2C1,active,523.6370000000003,5.278500000000005,1,5,7.346787486224656
433,433,CHEMBL3666600,CC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C3CC3)[nH]c2C1,active,507.6380000000004,5.058600000000005,1,4,7.3979400086720375
434,434,CHEMBL3666601,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,498.6020000000003,5.698000000000006,1,4,8.0
435,435,CHEMBL3666602,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)CN(C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,493.6550000000003,5.532000000000005,1,4,7.698970004336019
436,436,CHEMBL3666603,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)CN(C)CC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,511.6450000000003,5.613200000000006,1,4,7.3979400086720375
437,437,CHEMBL3666604,Cc1ccc(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1nc2c([nH]1)CN(C)CC2,active,439.56300000000033,4.2645000000000035,1,4,6.838631997765025
438,438,CHEMBL3666605,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C3CCC3)[nH]c2C1,active,537.6640000000003,5.668600000000006,1,5,7.698970004336019
439,439,CHEMBL3666606,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(F)(c5ccc(C#N)cc5)CC4)c(C)cc3C3CCC3)[nH]c2C1,active,555.6540000000002,5.749800000000006,1,5,8.0
440,440,CHEMBL3666607,CCc1cc(C2CC2)c(-c2nc3c([nH]2)CN(C(=O)OC)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,537.6640000000002,5.532480000000006,1,5,7.455931955649724
441,441,CHEMBL3666608,CCc1cc(C2CC2)c(-c2nc3c([nH]2)CN(C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,493.6550000000003,5.395880000000005,1,4,7.455931955649724
442,442,CHEMBL3666609,N#Cc1ccc(C2CCN(C(=O)c3ccc(C4CCC4)c(-c4nc5c([nH]4)COCC5)c3)CC2)cc1,active,466.5850000000003,5.308380000000005,1,4,7.187086643357144
443,443,CHEMBL3666610,N#Cc1ccc(C2(F)CCN(C(=O)c3ccc(C4CCC4)c(-c4nc5c([nH]4)COCC5)c3)CC2)cc1,active,484.5750000000004,5.389580000000005,1,4,7.481486060122112
444,444,CHEMBL3666611,CC1COCc2[nH]c(-c3cc(C(=O)N4CCC(F)(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)nc21,active,498.6020000000003,5.950580000000006,1,4,7.3979400086720375
445,445,CHEMBL3666612,CC1COCc2[nH]c(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)ccc3C3CC3)nc21,active,466.58500000000026,5.4792800000000055,1,4,7.259637310505756
446,446,CHEMBL3666613,CN1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2C1,active,479.6280000000003,5.2235800000000046,1,4,7.698970004336019
447,447,CHEMBL3666614,CN1CCc2nc(-c3cc(C(=O)N4CCC(F)(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2C1,active,497.61800000000034,5.304780000000005,1,4,7.301029995663981
448,448,CHEMBL3666615,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2C1,active,523.6370000000003,5.360180000000005,1,5,8.0
449,449,CHEMBL3666616,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(F)(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2C1,active,541.6270000000003,5.441380000000005,1,5,7.698970004336019
450,450,CHEMBL3666617,CCOC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2C1,active,537.6640000000003,5.750280000000005,1,5,7.301029995663981
451,451,CHEMBL3666618,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)ccc3C3CC3)[nH]c2C1,active,509.61000000000035,4.970080000000005,1,5,7.698970004336019
452,452,CHEMBL3666619,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C2COC2)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,495.62700000000035,4.3419200000000036,1,5,6.756961951313706
453,453,CHEMBL3666620,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C2CC2)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,479.6280000000003,5.105520000000006,1,4,6.782516055786093
454,454,CHEMBL3666621,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,453.59000000000026,4.572920000000004,1,4,7.1249387366083
455,455,CHEMBL3666622,CCN1CCc2[nH]c(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)nc2C1,active,467.6170000000003,4.963020000000005,1,4,7.221848749616356
456,456,CHEMBL3666623,Cc1cc(C)c(-c2nc3c([nH]2)CCN(CCF)C3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,485.6070000000003,4.912620000000005,1,4,7.096910013008056
457,457,CHEMBL3666624,Cc1cc(C)c(-c2nc3c([nH]2)CCN(CCF)C3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,503.5970000000003,4.993820000000005,1,4,7.3979400086720375
458,458,CHEMBL3666625,CC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)[nH]c2CC1,active,495.62700000000035,4.5321200000000035,1,4,7.221848749616356
459,459,CHEMBL3666626,COC(=O)N1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)c(C)cc3C)[nH]c2CC1,active,511.6260000000004,4.752020000000004,1,5,7.455931955649724
460,460,CHEMBL3666627,Cc1cc(C)c(-c2nc3c([nH]2)CCN(C(C)C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,495.67100000000033,5.394020000000006,1,4,7.6020599913279625
461,461,CHEMBL3666628,Cc1cc(C)c(-c2nc3c([nH]2)CN(C(C)C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,481.64400000000035,5.351520000000006,1,4,7.187086643357144
462,462,CHEMBL3666629,Cc1cc(C2CC2)c(-c2nc3c([nH]2)CN(C(C)C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,507.68200000000036,5.920500000000006,1,4,7.3979400086720375
463,463,CHEMBL3666630,Cc1cc(C)c(-c2nc3c([nH]2)CCOCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.57400000000024,4.700220000000004,1,4,6.327902142064283
464,464,CHEMBL3666631,Cc1cc(C)c(-c2nc3c([nH]2)CCCOC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,454.57400000000024,5.047820000000005,1,4,6.437707135543525
465,465,CHEMBL3666632,Cc1cc(C)c(-c2nc3c([nH]2)CCN(CCF)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,499.63400000000036,4.955120000000005,1,4,7.3979400086720375
466,466,CHEMBL3666633,CN1CCc2nc(-c3cc(C(=O)N4CCC(F)(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2CC1,active,511.6450000000004,5.347280000000005,1,4,7.301029995663981
467,467,CHEMBL3666634,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,525.6720000000003,5.655700000000006,1,4,7.221848749616356
468,468,CHEMBL3666635,CN1CCc2nc(-c3cc(C(=O)N4CCC(c5ccc(C#N)cc5)CC4)ccc3C3CCC3)[nH]c2CC1,active,493.65500000000037,5.266080000000005,1,4,6.958607314841775
469,469,CHEMBL3666636,Cc1cc(C2CCC2)c(-c2nc3c([nH]2)CCN(C)CC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,507.68200000000036,5.574500000000006,1,4,7.301029995663981
470,470,CHEMBL3666637,CCc1cc(Cl)c(NC(=O)NC[C@H]2CCCO2)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1,active,513.0130000000003,5.1755800000000045,2,4,6.853871964321762
471,471,CHEMBL3639655,CCc1cc(Cl)c(NC(=O)NC[C@H]2CCCO2)cc1C(=O)N1CCC(F)(c2ccc(F)cc2)CC1,inactive,505.9930000000003,5.443000000000005,2,3,4.903785414653595
472,472,CHEMBL3666638,N#Cc1ccc(C2(F)CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)N[C@@H]4CCOC4)c3)CC2)cc1,active,490.57900000000035,4.837180000000004,2,4,7.221848749616356
473,473,CHEMBL3666639,N#Cc1ccc(C2(F)CCN(C(=O)c3ccc(C4CCC4)c(NC(=O)N[C@H]4CCOC4)c3)CC2)cc1,active,490.57900000000035,4.837180000000004,2,4,7.3979400086720375
474,474,CHEMBL3666640,CCc1cc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)n[nH]1,active,452.60200000000026,6.106500000000006,1,3,6.309803919971486
475,475,CHEMBL3666641,Cc1cc(C2CCC2)c(-c2cn[nH]n2)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,active,425.5360000000003,4.939100000000004,1,4,6.4089353929735005
476,476,CHEMBL3666642,Cc1cc(C)c(-c2nc3c(s2)COCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,inactive,457.5990000000003,5.391120000000005,0,5,4.974284616098659
